Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Einführung in die Softwaretechnik","Xpert.press","","","","10.1007/978-3-662-50263-1","Prof. Dr. Manfred BroyProf. Dr. Marco Kuhrmann","2021","http://link.springer.com/book/10.1007/978-3-662-50263-1","Book"
"Network Visualization Survey","Computational Collective Intelligence","","","","10.1007/978-3-319-24306-1_27","Ales KomarekJakub PavlikVladimir Sobeslav","2015","http://link.springer.com/chapter/10.1007/978-3-319-24306-1_27","Chapter"
"The nonfunctional requirement focus in medical device software: a systematic mapping study and taxonomy","Innovations in Systems and Software Engineering","","13","2 - 3","10.1007/s11334-017-0301-6","J. DeFrancoM. KassabP. LaplanteN. Laplante","2017","http://link.springer.com/article/10.1007/s11334-017-0301-6","Article"
"Optical wireless network convergence in support of energy-efficient mobile cloud services","Photonic Network Communications","","29","3","10.1007/s11107-015-0494-2","Markos P. AnastasopoulosAnna TzanakakiBijan Rahimzadeh RofoeeShuping PengYan YanDimitra SimeonidouGiada LandiGiacomo BerniniNicola CiulliJordi Ferrer RieraEduard EscalonaKostas KatsalisThanasis Korakis","2015","http://link.springer.com/article/10.1007/s11107-015-0494-2","Article"
"A tour of secure software engineering solutions for connected vehicles","Software Quality Journal","","26","4","10.1007/s11219-017-9393-3","Antonia BertolinoAntonello Calabro’Felicita Di GiandomenicoGiuseppe LamiFrancesca LonettiEda MarchettiFabio MartinelliIlaria MatteucciPaolo Mori","2018","http://link.springer.com/article/10.1007/s11219-017-9393-3","Article"
"Autonomic Management Framework for Cloud-Native Applications","Journal of Grid Computing","","18","4","10.1007/s10723-020-09532-0","Joanna KosińskaKrzysztof Zieliński","2020","http://link.springer.com/article/10.1007/s10723-020-09532-0","Article"
"Modelling 5G Cloud-Native Applications by Exploiting the Service Mesh Paradigm","Information Systems","","","","10.1007/978-3-030-44322-1_12","Ilias TsoumasChrysostomos SymvoulidisDimosthenis KyriazisPanagiotis GouvasAnastasios ZafeiropoulosJavier MelianJanez Sterle","2020","http://link.springer.com/chapter/10.1007/978-3-030-44322-1_12","Chapter"
"Systematic Cloud Migration","","","","","10.1007/978-1-4842-7252-7","Taras Gleb","2021","http://link.springer.com/book/10.1007/978-1-4842-7252-7","Book"
"Cloud-Native Databases: An Application Perspective","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-79090-9_7","Josef SpillnerGiovanni ToffettiManuel Ramírez López","2018","http://link.springer.com/chapter/10.1007/978-3-319-79090-9_7","Chapter"
"Cloud Native Integration with Apache Camel","","","","","10.1007/978-1-4842-7211-4","Guilherme Camposo","2021","http://link.springer.com/book/10.1007/978-1-4842-7211-4","Book"
"Dependable Computing - EDCC 2021 Workshops","Communications in Computer and Information Science","","","","10.1007/978-3-030-86507-8","Rasmus AdlerDr. Amel BennaceurSimon BurtonAmleto Di SalleNicola NostroRasmus Løvenstein OlsenSelma SaidiPhilipp SchleissDaniel SchneiderHans-Peter Schwefel","2021","http://link.springer.com/book/10.1007/978-3-030-86507-8","Book"
"Investigation of Impacts on Network Performance in the Advance of a Microservice Design","Cloud Computing and Services Science","","","","10.1007/978-3-319-62594-2_10","Nane KratzkePeter-Christian Quint","2017","http://link.springer.com/chapter/10.1007/978-3-319-62594-2_10","Chapter"
"A Cloud-Native Serverless Approach for Implementation of Batch Extract-Load Processes in Data Lakes","Data Analytics and Management in Data Intensive Domains","","","","10.1007/978-3-030-81200-3_3","Anton BryzgalovSergey Stupnikov","2021","http://link.springer.com/chapter/10.1007/978-3-030-81200-3_3","Chapter"
"Advances in Knowledge Discovery and Data Mining","Lecture Notes in Computer Science","","","","10.1007/978-3-030-75762-5","Prof. Kamal KarlapalemHong ChengNaren RamakrishnanR. K. AgrawalP. Krishna ReddyDr. Jaideep SrivastavaAssist. Prof. Tanmoy Chakraborty","2021","http://link.springer.com/book/10.1007/978-3-030-75762-5","Book"
"Mathematical Modeling and Supercomputer Technologies","Communications in Computer and Information Science","","","","10.1007/978-3-030-78759-2","Dmitry BalandinProf. Konstantin BarkalovVictor GergelIosif Meyerov","2021","http://link.springer.com/book/10.1007/978-3-030-78759-2","Book"
"Data Analytics and Management in Data Intensive Domains","Communications in Computer and Information Science","","","","10.1007/978-3-030-81200-3","Alexander SychevSergey MakhortovProf. Bernhard Thalheim","2021","http://link.springer.com/book/10.1007/978-3-030-81200-3","Book"
"Develop Target Architecture","Systematic Cloud Migration","","","","10.1007/978-1-4842-7252-7_3","Taras Gleb","2021","http://link.springer.com/chapter/10.1007/978-1-4842-7252-7_3","Chapter"
"Service-Oriented Computing  – ICSOC 2020 Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-030-76352-7","Hakim HacidFatma OutayHye-young PaikAmira AlloumMarinella PetrocchiMohamed Reda BouadjenekDr. Amin BeheshtiXumin LiuAbderrahmane Maaradji","2021","http://link.springer.com/book/10.1007/978-3-030-76352-7","Book"
"Migrating parallel applications to the cloud: assessing cloud readiness based on parallel design decisions","SICS Software-Intensive Cyber-Physical Systems","","34","2 - 3","10.1007/s00450-019-00396-8","Stefan KehrerWolfgang Blochinger","2019","http://link.springer.com/article/10.1007/s00450-019-00396-8","Article"
"Public Cloud Kubernetes Storage Performance Analysis","Computational Collective Intelligence","","","","10.1007/978-3-030-28374-2_56","Lubos MerclJakub Pavlik","2019","http://link.springer.com/chapter/10.1007/978-3-030-28374-2_56","Chapter"
"The CISO’s Next Frontier","","","","","10.1007/978-3-030-75354-2","Raj Badhwar","2021","http://link.springer.com/book/10.1007/978-3-030-75354-2","Book"
"Observability","Monitoring Cloud-Native Applications","","","","10.1007/978-1-4842-6888-9_2","Mainak ChakrabortyAjit Pratap Kundan","2021","http://link.springer.com/chapter/10.1007/978-1-4842-6888-9_2","Chapter"
"Writing Secure Apps","DevSecOps for .NET Core","","","","10.1007/978-1-4842-5850-7_3","Afzaal Ahmad Zeeshan","2020","http://link.springer.com/chapter/10.1007/978-1-4842-5850-7_3","Chapter"
"Improved Topology Extraction Using Discriminative Parameter Mining of Logs","Advances in Knowledge Discovery and Data Mining","","","","10.1007/978-3-030-75762-5_27","Atri MandalSaranya GuptaShivali AgarwalPrateeti Mohapatra","2021","http://link.springer.com/chapter/10.1007/978-3-030-75762-5_27","Chapter"
"Introduction","Cloud Computing Patterns","","","","10.1007/978-3-7091-1568-8_1","Christoph FehlingFrank LeymannRalph RetterWalter SchupeckPeter Arbitter","2014","http://link.springer.com/chapter/10.1007/978-3-7091-1568-8_1","Chapter"
"Architecture of a Modern Monitoring System","Monitoring Cloud-Native Applications","","","","10.1007/978-1-4842-6888-9_3","Mainak ChakrabortyAjit Pratap Kundan","2021","http://link.springer.com/chapter/10.1007/978-1-4842-6888-9_3","Chapter"
"ElasTest: An Elastic Platform for E2E Testing Complex Distributed Large Software Systems","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-030-63161-1_20","Juan Francisco Ribera LaszkowskiAndy EdmondsPiyush HarshFrancisco GortazarThomas Michael Bohnert","2020","http://link.springer.com/chapter/10.1007/978-3-030-63161-1_20","Chapter"
"How to Deliver Faster with CI/CD Integrated Testing Services?","Systems, Software and Services Process Improvement","","","","10.1007/978-3-319-97925-0_33","Alexander PothMark WernerXinyan Lei","2018","http://link.springer.com/chapter/10.1007/978-3-319-97925-0_33","Chapter"
"Artificial Intelligence Applications and Innovations. AIAI 2021 IFIP WG 12.5 International Workshops","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-79157-5","Ilias MaglogiannisProf. John MacintyreProf. Lazaros Iliadis","2021","http://link.springer.com/book/10.1007/978-3-030-79157-5","Book"
"Digital Transformation to Next-Generation Workplaces","Build a Next-Generation Digital Workplace","","","","10.1007/978-1-4842-5512-4_8","Shailesh Kumar Shivakumar","2020","http://link.springer.com/chapter/10.1007/978-1-4842-5512-4_8","Chapter"
"Right Scaling for Right Pricing: A Case Study on Total Cost of Ownership Measurement for Cloud Migration","Cloud Computing and Services Science","","","","10.1007/978-3-030-29193-8_10","Pierangelo RosatiFrank FowleyClaus PahlDavide TaibiTheo Lynn","2019","http://link.springer.com/chapter/10.1007/978-3-030-29193-8_10","Chapter"
"Software Architecture","Lecture Notes in Computer Science","","","","10.1007/978-3-030-86044-8","Univ.-Prof. Dr. Stefan BifflElena NavarroWelf LöweProf. Marjan SirjaniProf. Raffaela MirandolaProf. Dr. Danny Weyns","2021","http://link.springer.com/book/10.1007/978-3-030-86044-8","Book"
"5G Packet Core Testing Strategies","5G Mobile Core Network","","","","10.1007/978-1-4842-6473-7_5","Rajaneesh Sudhakar Shetty","2021","http://link.springer.com/chapter/10.1007/978-1-4842-6473-7_5","Chapter"
"Web Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-030-74296-6","Ph.D. Marco BrambillaProf. Richard ChbeirFlavius FrasincarDr. Ioana Manolescu","2021","http://link.springer.com/book/10.1007/978-3-030-74296-6","Book"
"Cloud Defense Strategies with Azure Sentinel","","","","","10.1007/978-1-4842-7132-2","Marshall Copeland","2021","http://link.springer.com/book/10.1007/978-1-4842-7132-2","Book"
"SAC for Enabling “Single Version of Truth”","Empower Decision Makers with SAP Analytics Cloud","","","","10.1007/978-1-4842-6097-5_3","Vinayak GoleShreekant Shiralkar","2020","http://link.springer.com/chapter/10.1007/978-1-4842-6097-5_3","Chapter"
"Microservices","Spring Boot Messaging","","","","10.1007/978-1-4842-1224-0_11","Felipe Gutierrez","2017","http://link.springer.com/chapter/10.1007/978-1-4842-1224-0_11","Chapter"
"Introduction to Modern Monitoring","Monitoring Cloud-Native Applications","","","","10.1007/978-1-4842-6888-9_1","Mainak ChakrabortyAjit Pratap Kundan","2021","http://link.springer.com/chapter/10.1007/978-1-4842-6888-9_1","Chapter"
"Introducing Distributed Application Runtime (Dapr)","","","","","10.1007/978-1-4842-6998-5","Radoslav Gatev","2021","http://link.springer.com/book/10.1007/978-1-4842-6998-5","Book"
"The Robotic Process Automation Handbook","","","","","10.1007/978-1-4842-5729-6","Tom Taulli","2020","http://link.springer.com/book/10.1007/978-1-4842-5729-6","Book"
"Advances in Cybersecurity Management","","","","","10.1007/978-3-030-71381-2","Kevin DaimiDr. Cathryn Peoples","2021","http://link.springer.com/book/10.1007/978-3-030-71381-2","Book"
"Pro Java Microservices with Quarkus and Kubernetes","","","","","10.1007/978-1-4842-7170-4","Nebrass Lamouchi","2021","http://link.springer.com/book/10.1007/978-1-4842-7170-4","Book"
"The Relation of Test-Related Factors to Software Quality: A Case Study on Apache Systems","Empirical Software Engineering","","26","2","10.1007/s10664-020-09891-y","Fabiano PecorelliFabio PalombaAndrea De Lucia","2021","http://link.springer.com/article/10.1007/s10664-020-09891-y","Article"
"Deployment Management and Topology Discovery of Microservice Applications in the Multicloud Environment","Journal of Grid Computing","","19","1","10.1007/s10723-021-09539-1","Hao WeiJoaquin Salvachua RodriguezOctavio Nieto-Taladriz Garcia","2021","http://link.springer.com/article/10.1007/s10723-021-09539-1","Article"
"Distributed Applications and Interoperable Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-030-78198-9","Miguel MatosFabíola Greve","2021","http://link.springer.com/book/10.1007/978-3-030-78198-9","Book"
"HCI International 2021 - Posters","Communications in Computer and Information Science","","","","10.1007/978-3-030-78645-8","Prof. Constantine StephanidisDr. Margherita AntonaDr. Stavroula Ntoa","2021","http://link.springer.com/book/10.1007/978-3-030-78645-8","Book"
"Cloud Migration Fundamentals","Systematic Cloud Migration","","","","10.1007/978-1-4842-7252-7_2","Taras Gleb","2021","http://link.springer.com/chapter/10.1007/978-1-4842-7252-7_2","Chapter"
"DevOps and Quality Management in Serverless Computing: The RADON Approach","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-030-71906-7_13","Stefano Dalla PalmaMartin GarrigaDario Di NucciDamian Andrew TamburriWillem-Jan Van Den Heuvel","2021","http://link.springer.com/chapter/10.1007/978-3-030-71906-7_13","Chapter"
"The Challenges Facing Open Source Today","How Open Source Ate Software","","","","10.1007/978-1-4842-6800-1_7","Gordon Haff","2021","http://link.springer.com/chapter/10.1007/978-1-4842-6800-1_7","Chapter"
"Microscope: Pinpoint Performance Issues with Causal Graphs in Micro-service Environments","Service-Oriented Computing","","","","10.1007/978-3-030-03596-9_1","Jinjin LinPengfei ChenZibin Zheng","2018","http://link.springer.com/chapter/10.1007/978-3-030-03596-9_1","Chapter"
"Exploit “Augmented Analytics” Capability of SAC","Empower Decision Makers with SAP Analytics Cloud","","","","10.1007/978-1-4842-6097-5_5","Vinayak GoleShreekant Shiralkar","2020","http://link.springer.com/chapter/10.1007/978-1-4842-6097-5_5","Chapter"
"Ultra-Reliable and Low-Latency Computing in the Edge with Kubernetes","Journal of Grid Computing","","19","3","10.1007/s10723-021-09573-z","László Toka","2021","http://link.springer.com/article/10.1007/s10723-021-09573-z","Article"
"Kuksa
                
                  
                
                $$^{*}$$
                
                  
                    
                    
                      
                      ∗
                    
                  
                
              : Self-adaptive Microservices in Automotive Systems","Product-Focused Software Process Improvement","","","","10.1007/978-3-030-64148-1_23","Ahmad BanijamaliPasi KuvajaMarkku OivoPooyan Jamshidi","2020","http://link.springer.com/chapter/10.1007/978-3-030-64148-1_23","Chapter"
"From DevOps to NoOps: Is It Worth It?","Cloud Computing and Services Science","","","","10.1007/978-3-030-72369-9_8","Anshul JindalMichael Gerndt","2021","http://link.springer.com/chapter/10.1007/978-3-030-72369-9_8","Chapter"
"Running Microsoft Workloads on AWS","","","","","10.1007/978-1-4842-6628-1","Ryan Pothecary","2021","http://link.springer.com/book/10.1007/978-1-4842-6628-1","Book"
"Composite Cloud Application Patterns","Cloud Computing Patterns","","","","10.1007/978-3-7091-1568-8_6","Christoph FehlingFrank LeymannRalph RetterWalter SchupeckPeter Arbitter","2014","http://link.springer.com/chapter/10.1007/978-3-7091-1568-8_6","Chapter"
"Automating Production Environments for Quality","DevSecOps for .NET Core","","","","10.1007/978-1-4842-5850-7_6","Afzaal Ahmad Zeeshan","2020","http://link.springer.com/chapter/10.1007/978-1-4842-5850-7_6","Chapter"
"Architectural refactoring for the cloud: a decision-centric view on cloud migration","Computing","","99","2","10.1007/s00607-016-0520-y","Olaf Zimmermann","2017","http://link.springer.com/article/10.1007/s00607-016-0520-y","Article"
"Cloud Migration Architecture and Pricing – Mapping a Licensing Business Model for Software Vendors to a SaaS Business Model","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-72125-5_7","Frank FowleyClaus Pahl","2018","http://link.springer.com/chapter/10.1007/978-3-319-72125-5_7","Chapter"
"Spring Cloud","Spring Cloud Data Flow","","","","10.1007/978-1-4842-1239-4_5","Felipe Gutierrez","2021","http://link.springer.com/chapter/10.1007/978-1-4842-1239-4_5","Chapter"
"Security in DevOps and Automation","Red Hat and IT Security","","","","10.1007/978-1-4842-6434-8_3","Rithik Chatterjee","2021","http://link.springer.com/chapter/10.1007/978-1-4842-6434-8_3","Chapter"
"Designing and implementing a Big Data benchmark in a financial context: application to a cash management use case","Computing","","103","9","10.1007/s00607-021-00933-x","Lilia SfaxiMohamed Mehdi Ben Aissa","2021","http://link.springer.com/article/10.1007/s00607-021-00933-x","Article"
"Spring Boot in the Cloud","Pro Spring Boot 2","","","","10.1007/978-1-4842-3676-5_12","Felipe Gutierrez","2019","http://link.springer.com/chapter/10.1007/978-1-4842-3676-5_12","Chapter"
"Automated Multi-cloud Operations and Container Orchestration","Software-Defined Cloud Centers","","","","10.1007/978-3-319-78637-7_9","Pethuru RajAnupama Raman","2018","http://link.springer.com/chapter/10.1007/978-3-319-78637-7_9","Chapter"
"Analysis and Improvement of Heterogeneous Hardware Support in Docker Images","Distributed Applications and Interoperable Systems","","","","10.1007/978-3-030-78198-9_9","Panagiotis GkikopoulosValerio SchiavoniJosef Spillner","2021","http://link.springer.com/chapter/10.1007/978-3-030-78198-9_9","Chapter"
"An autonomous performance testing framework using self-adaptive fuzzy reinforcement learning","Software Quality Journal","","","","10.1007/s11219-020-09532-z","Mahshid Helali MoghadamMehrdad SaadatmandMarkus BorgMarkus BohlinBjörn Lisper","2021","http://link.springer.com/article/10.1007/s11219-020-09532-z","Article"
"RADON: rational decomposition and orchestration for serverless computing","SICS Software-Intensive Cyber-Physical Systems","","35","1 - 2","10.1007/s00450-019-00413-w","G. CasaleM. ArtačW.-J. van den HeuvelA. van HoornP. JakovitsF. LeymannM. LongV. PapanikolaouD. PresenzaA. RussoS. N. SriramaD. A. TamburriM. WursterL. Zhu","2020","http://link.springer.com/article/10.1007/s00450-019-00413-w","Article"
"European Project Space Papers for the PROFES 2019 - Summary","Product-Focused Software Process Improvement","","","","10.1007/978-3-030-35333-9_40","Alessandra BagnatoDavide Fucci","2019","http://link.springer.com/chapter/10.1007/978-3-030-35333-9_40","Chapter"
"Kubernetes in IT administration and serverless computing: An empirical study and research challenges","The Journal of Supercomputing","","","","10.1007/s11227-021-03982-3","Subrota Kumar MondalRui PanH M Dipu KabirTan TianHong-Ning Dai","2021","http://link.springer.com/article/10.1007/s11227-021-03982-3","Article"
"Business Model Characteristics for Local IaaS Providers for Counteracting the Dominance of the Hyperscalers","Economics of Grids, Clouds, Systems, and Services","","","","10.1007/978-3-030-13342-9_12","Sebastian FloereckeFranz Lehner","2019","http://link.springer.com/chapter/10.1007/978-3-030-13342-9_12","Chapter"
"The Requirements Elicitation Approaches for Software-Defined Cloud Environments","Requirements Engineering for Service and Cloud Computing","","","","10.1007/978-3-319-51310-2_5","Pethuru RajParvathy ArulmozhiNithya Chidambaram","2017","http://link.springer.com/chapter/10.1007/978-3-319-51310-2_5","Chapter"
"Product Road Map and Future Direction for SAC","Empower Decision Makers with SAP Analytics Cloud","","","","10.1007/978-1-4842-6097-5_10","Vinayak GoleShreekant Shiralkar","2020","http://link.springer.com/chapter/10.1007/978-1-4842-6097-5_10","Chapter"
"Promises and challenges of microservices: an exploratory study","Empirical Software Engineering","","26","4","10.1007/s10664-020-09910-y","Yingying WangHarshavardhan KadiyalaJulia Rubin","2021","http://link.springer.com/article/10.1007/s10664-020-09910-y","Article"
"Optimizing IT Operations Using Azure Monitor and Log Analytics","Pro Azure Governance and Security","","","","10.1007/978-1-4842-4910-9_6","Peter De TenderDavid RendonSamuel Erskine","2019","http://link.springer.com/chapter/10.1007/978-1-4842-4910-9_6","Chapter"
"The Distinct Trends and Transitions in the Information Technology (IT) Space","Software-Defined Cloud Centers","","","","10.1007/978-3-319-78637-7_1","Pethuru RajAnupama Raman","2018","http://link.springer.com/chapter/10.1007/978-3-319-78637-7_1","Chapter"
"From “Free” to “Open Source” to Products","How Open Source Ate Software","","","","10.1007/978-1-4842-6800-1_2","Gordon Haff","2021","http://link.springer.com/chapter/10.1007/978-1-4842-6800-1_2","Chapter"
"Building orchestrated microservice systems using declarative business processes","Service Oriented Computing and Applications","","14","4","10.1007/s11761-020-00300-2","Davi MonteiroPaulo Henrique M. MaiaLincoln S. RochaNabor C. Mendonça","2020","http://link.springer.com/article/10.1007/s11761-020-00300-2","Article"
"On the Migration to and Synthesis of (Micro-)services: The Use of Intelligent Techniques","Next-Gen Digital Services. A Retrospective and Roadmap for Service Computing of the Future","","","","10.1007/978-3-030-73203-5_4","Andreas S. AndreouAndreas Christoforou","2021","http://link.springer.com/chapter/10.1007/978-3-030-73203-5_4","Chapter"
"Big and Fast Data Analytics Yearning for High-Performance Computing","High-Performance Big-Data Analytics","","","","10.1007/978-3-319-20744-5_3","Pethuru RajAnupama RamanDhivya NagarajSiddhartha Duggirala","2015","http://link.springer.com/chapter/10.1007/978-3-319-20744-5_3","Chapter"
"The New Normal: Cybersecurity and Associated Drivers for a Post-COVID-19 Cloud","Advances in Cybersecurity Management","","","","10.1007/978-3-030-71381-2_18","Douglas J. MillwardNkaepe OlaniyiCathryn Peoples","2021","http://link.springer.com/chapter/10.1007/978-3-030-71381-2_18","Chapter"
"Demystifying the Traits of Software-Defined Cloud Environments (SDCEs)","Automated Workflow Scheduling in Self-Adaptive Clouds","","","","10.1007/978-3-319-56982-6_2","G. KousalyaP. BalakrishnanC. Pethuru Raj","2017","http://link.springer.com/chapter/10.1007/978-3-319-56982-6_2","Chapter"
"Updating Service-Based Software Systems in Air-Gapped Environments","Software Architecture","","","","10.1007/978-3-030-86044-8_10","Oleksandr ShabelnykPantelis A. FrangoudisSchahram DustdarChristos Tsigkanos","2021","http://link.springer.com/chapter/10.1007/978-3-030-86044-8_10","Chapter"
"A Case for Adaptive Resource Management in Alibaba Datacenter Using Neural Networks","Journal of Computer Science and Technology","","35","1","10.1007/s11390-020-9732-x","Sa WangYan-Hai ZhuShan-Pei ChenTian-Ze WuWen-Jie LiXu-Sheng ZhanHai-Yang DingWei-Song ShiYun-Gang Bao","2020","http://link.springer.com/article/10.1007/s11390-020-9732-x","Article"
"Success Factors of SaaS Providers’ Business Models – An Exploratory Multiple-Case Study","Exploring Service Science","","","","10.1007/978-3-030-00713-3_15","Sebastian Floerecke","2018","http://link.springer.com/chapter/10.1007/978-3-030-00713-3_15","Chapter"
"Critical analysis of vendor lock-in and its impact on cloud computing migration: a business perspective","Journal of Cloud Computing","","5","1","10.1186/s13677-016-0054-z","Justice Opara-MartinsReza SahandiFeng Tian","2016","http://link.springer.com/article/10.1186/s13677-016-0054-z","Article"
"Engineering Cloud-Based Applications: Towards an Application Lifecycle","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-79090-9_4","Vasilios Andrikopoulos","2018","http://link.springer.com/chapter/10.1007/978-3-319-79090-9_4","Chapter"
"Cloud Offering Patterns","Cloud Computing Patterns","","","","10.1007/978-3-7091-1568-8_3","Christoph FehlingFrank LeymannRalph RetterWalter SchupeckPeter Arbitter","2014","http://link.springer.com/chapter/10.1007/978-3-7091-1568-8_3","Chapter"
"On the algebraic properties of concrete solution aggregation","SICS Software-Intensive Cyber-Physical Systems","","34","2 - 3","10.1007/s00450-019-00400-1","Michael FalkenthalUwe BreitenbücherJohanna BarzenFrank Leymann","2019","http://link.springer.com/article/10.1007/s00450-019-00400-1","Article"
"Virtualized controller placement for multi-domain optical transport networks using machine learning","Photonic Network Communications","","40","3","10.1007/s11107-020-00895-8","Sabidur RahmanTanjila AhmedSifat FerdousiPartha BhaumikPulak ChowdhuryMassimo TornatoreGoutam DasBiswanath Mukherjee","2020","http://link.springer.com/article/10.1007/s11107-020-00895-8","Article"
